order_id,shop_id,user_id,order_amount,total_items,payment_method,created_at,date,time_order
2764,94,733,134,1,credit_card,03/12/2017 1:51,12/03/2017,1:51 AM
2765,63,980,136,1,cash,03/26/2017 0:45,26/03/2017,12:45 AM
2766,9,708,236,2,debit,03/30/2017 9:22,30/03/2017,9:22 AM
2767,42,970,704,2,credit_card,03/05/2017 10:45,05/03/2017,10:45 AM
2768,30,751,306,2,debit,03/12/2017 0:24,12/03/2017,12:24 AM
2769,15,871,306,2,cash,03/30/2017 15:28,30/03/2017,3:28 PM
2770,51,973,187,1,credit_card,03/26/2017 13:29,26/03/2017,1:29 PM
2771,14,949,348,3,debit,03/06/2017 20:55,06/03/2017,8:55 PM
2772,29,942,163,1,cash,03/23/2017 19:02,23/03/2017,7:02 PM
2773,47,870,290,2,credit_card,03/19/2017 4:20,19/03/2017,4:20 AM
2774,78,890,25725,1,cash,03/26/2017 10:36,26/03/2017,10:36 AM
2775,68,741,136,1,debit,03/26/2017 22:42,26/03/2017,10:42 PM
2776,81,741,531,3,debit,03/20/2017 9:15,20/03/2017,9:15 AM
2777,31,811,387,3,debit,03/19/2017 14:49,19/03/2017,2:49 PM
2778,9,943,118,1,cash,03/21/2017 2:18,21/03/2017,2:18 AM
2779,20,755,508,4,cash,03/16/2017 21:06,16/03/2017,9:06 PM
2780,96,745,306,2,credit_card,03/28/2017 14:22,28/03/2017,2:22 PM
2781,30,815,153,1,cash,03/15/2017 8:27,15/03/2017,8:27 AM
2782,48,868,117,1,cash,03/13/2017 14:32,13/03/2017,2:32 PM
2783,82,787,708,4,credit_card,03/09/2017 22:25,09/03/2017,10:25 PM
2784,77,992,312,2,credit_card,03/19/2017 21:27,19/03/2017,9:27 PM
2785,16,964,156,1,credit_card,03/18/2017 23:27,18/03/2017,11:27 PM
2786,45,951,284,2,credit_card,03/17/2017 23:45,17/03/2017,11:45 PM
2787,43,876,724,4,credit_card,03/01/2017 1:41,01/03/2017,1:41 AM
2788,62,854,480,3,credit_card,03/23/2017 7:38,23/03/2017,7:38 AM
2789,86,708,130,1,credit_card,03/29/2017 22:57,29/03/2017,10:57 PM
2790,83,958,387,3,cash,03/12/2017 4:20,12/03/2017,4:20 AM
2791,32,701,202,2,credit_card,03/19/2017 21:06,19/03/2017,9:06 PM
2792,70,982,346,2,cash,03/04/2017 1:49,04/03/2017,1:49 AM
2793,27,742,169,1,credit_card,03/28/2017 2:08,28/03/2017,2:08 AM
2794,45,995,284,2,cash,03/21/2017 12:32,21/03/2017,12:32 PM
2795,94,801,402,3,debit,03/08/2017 4:45,08/03/2017,4:45 AM
2796,41,845,118,1,cash,03/01/2017 1:29,01/03/2017,1:29 AM
2797,16,959,312,2,debit,03/10/2017 10:57,10/03/2017,10:57 AM
2798,90,704,534,3,cash,03/07/2017 15:32,07/03/2017,3:32 PM
2799,75,847,384,3,debit,03/17/2017 16:24,17/03/2017,4:24 PM
2800,28,934,328,2,cash,03/23/2017 5:14,23/03/2017,5:14 AM
2801,87,863,149,1,credit_card,03/03/2017 14:57,03/03/2017,2:57 PM
2802,13,764,160,1,cash,03/20/2017 19:07,20/03/2017,7:07 PM
2803,72,713,480,3,credit_card,03/09/2017 22:33,09/03/2017,10:33 PM
2804,69,738,262,2,cash,03/24/2017 3:58,24/03/2017,3:58 AM
2805,96,972,153,1,cash,03/21/2017 18:33,21/03/2017,6:33 PM
2806,82,823,708,4,credit_card,03/23/2017 16:38,23/03/2017,4:38 PM
2807,98,704,133,1,credit_card,03/22/2017 11:08,22/03/2017,11:08 AM
2808,60,724,354,2,debit,03/03/2017 17:33,03/03/2017,5:33 PM
2809,58,996,138,1,cash,03/11/2017 17:31,11/03/2017,5:31 PM
2810,18,790,468,3,cash,03/15/2017 0:28,15/03/2017,12:28 AM
2811,12,894,402,2,credit_card,03/11/2017 3:05,11/03/2017,3:05 AM
2812,39,700,268,2,debit,03/08/2017 20:28,08/03/2017,8:28 PM
2813,2,704,94,1,credit_card,03/05/2017 19:54,05/03/2017,7:54 PM
2814,37,932,426,3,debit,03/18/2017 7:59,18/03/2017,7:59 AM
2815,15,795,306,2,cash,03/03/2017 15:10,03/03/2017,3:10 PM
2816,14,849,464,4,credit_card,03/29/2017 5:41,29/03/2017,5:41 AM
2817,37,976,568,4,credit_card,03/07/2017 9:34,07/03/2017,9:34 AM
2818,15,707,612,4,cash,03/27/2017 18:11,27/03/2017,6:11 PM
2819,78,869,51450,2,debit,03/17/2017 6:25,17/03/2017,6:25 AM
2820,97,799,486,3,credit_card,03/23/2017 0:39,23/03/2017,12:39 AM
2821,2,733,94,1,debit,03/03/2017 22:43,03/03/2017,10:43 PM
2822,78,814,51450,2,cash,03/02/2017 17:13,02/03/2017,5:13 PM
2823,57,788,147,1,debit,03/19/2017 8:58,19/03/2017,8:58 AM
2824,56,906,468,4,debit,03/29/2017 9:24,29/03/2017,9:24 AM
2825,34,752,366,3,cash,03/23/2017 7:51,23/03/2017,7:51 AM
2826,66,865,322,2,credit_card,03/23/2017 9:03,23/03/2017,9:03 AM
2827,3,703,592,4,credit_card,03/23/2017 1:40,23/03/2017,1:40 AM
2828,48,970,234,2,credit_card,03/15/2017 15:28,15/03/2017,3:28 PM
2829,5,942,426,3,cash,03/25/2017 12:42,25/03/2017,12:42 PM
2830,40,930,322,2,credit_card,03/05/2017 15:37,05/03/2017,3:37 PM
2831,94,712,134,1,cash,03/14/2017 23:34,14/03/2017,11:34 PM
2832,62,900,160,1,cash,03/19/2017 1:57,19/03/2017,1:57 AM
2833,44,867,144,1,credit_card,03/07/2017 22:54,07/03/2017,10:54 PM
2834,31,975,129,1,credit_card,03/25/2017 17:36,25/03/2017,5:36 PM
2835,18,722,468,3,debit,03/10/2017 3:09,10/03/2017,3:09 AM
2836,42,607,704000,2000,credit_card,03/28/2017 4:00,28/03/2017,4:00 AM
2837,66,787,161,1,credit_card,03/15/2017 0:42,15/03/2017,12:42 AM
2838,64,837,133,1,debit,03/22/2017 10:12,22/03/2017,10:12 AM
2839,45,810,142,1,cash,03/30/2017 2:13,30/03/2017,2:13 AM
2840,24,742,140,1,debit,03/20/2017 14:16,20/03/2017,2:16 PM
2841,39,987,268,2,cash,03/12/2017 4:51,12/03/2017,4:51 AM
2842,93,779,342,3,cash,03/19/2017 3:18,19/03/2017,3:18 AM
2843,53,888,224,2,debit,03/04/2017 1:39,04/03/2017,1:39 AM
2844,34,921,244,2,credit_card,03/09/2017 15:58,09/03/2017,3:58 PM
2845,80,807,145,1,cash,03/05/2017 2:15,05/03/2017,2:15 AM
2846,92,973,360,4,debit,03/17/2017 21:29,17/03/2017,9:29 PM
2847,51,988,187,1,credit_card,03/04/2017 14:11,04/03/2017,2:11 PM
2848,19,718,326,2,debit,03/05/2017 11:52,05/03/2017,11:52 AM
2849,13,735,480,3,credit_card,03/26/2017 15:52,26/03/2017,3:52 PM
2850,83,769,258,2,debit,03/26/2017 6:12,26/03/2017,6:12 AM
2851,98,904,532,4,credit_card,03/24/2017 2:40,24/03/2017,2:40 AM
2852,65,969,462,3,credit_card,03/29/2017 19:22,29/03/2017,7:22 PM
2853,71,912,328,2,credit_card,03/04/2017 10:30,04/03/2017,10:30 AM
2854,43,913,362,2,credit_card,03/12/2017 17:45,12/03/2017,5:45 PM
2855,15,941,306,2,debit,03/26/2017 7:42,26/03/2017,7:42 AM
2856,98,899,266,2,cash,03/08/2017 10:00,08/03/2017,10:00 AM
2857,54,729,266,2,debit,03/29/2017 6:48,29/03/2017,6:48 AM
2858,73,717,330,2,credit_card,03/03/2017 21:34,03/03/2017,9:34 PM
2859,25,836,390,3,credit_card,03/01/2017 8:21,01/03/2017,8:21 AM
2860,98,731,399,3,cash,03/18/2017 11:57,18/03/2017,11:57 AM
2861,40,800,322,2,credit_card,03/30/2017 8:28,30/03/2017,8:28 AM
2862,8,733,396,3,credit_card,03/28/2017 22:47,28/03/2017,10:47 PM
2863,67,826,524,4,debit,03/12/2017 5:01,12/03/2017,5:01 AM
2864,53,899,224,2,cash,03/10/2017 10:40,10/03/2017,10:40 AM
2865,10,880,592,4,cash,03/12/2017 23:17,12/03/2017,11:17 PM
2866,60,816,177,1,credit_card,03/13/2017 1:12,13/03/2017,1:12 AM
2867,96,996,153,1,credit_card,03/25/2017 12:10,25/03/2017,12:10 PM
2868,22,734,146,1,cash,03/08/2017 3:00,08/03/2017,3:00 AM
2869,3,783,148,1,cash,03/05/2017 5:18,05/03/2017,5:18 AM
2870,77,705,312,2,cash,03/26/2017 19:59,26/03/2017,7:59 PM
2871,49,982,258,2,credit_card,03/29/2017 16:46,29/03/2017,4:46 PM
2872,92,854,180,2,cash,03/09/2017 19:25,09/03/2017,7:25 PM
2873,46,971,166,1,cash,03/21/2017 7:22,21/03/2017,7:22 AM
2874,83,966,516,4,credit_card,03/15/2017 22:09,15/03/2017,10:09 PM
2875,48,982,234,2,cash,03/09/2017 7:54,09/03/2017,7:54 AM
2876,99,784,195,1,debit,03/06/2017 20:32,06/03/2017,8:32 PM
2877,8,840,396,3,debit,03/07/2017 16:19,07/03/2017,4:19 PM
2878,95,728,336,2,cash,03/22/2017 19:18,22/03/2017,7:18 PM
2879,95,896,336,2,debit,03/02/2017 11:11,02/03/2017,11:11 AM
2880,39,823,134,1,debit,03/21/2017 19:54,21/03/2017,7:54 PM
2881,41,879,236,2,credit_card,03/08/2017 23:20,08/03/2017,11:20 PM
2882,48,964,468,4,credit_card,03/09/2017 8:45,09/03/2017,8:45 AM
2883,69,807,131,1,credit_card,03/21/2017 21:05,21/03/2017,9:05 PM
2884,50,886,193,1,credit_card,03/13/2017 7:44,13/03/2017,7:44 AM
2885,69,768,524,4,cash,03/23/2017 6:59,23/03/2017,6:59 AM
2886,33,927,173,1,cash,03/01/2017 11:17,01/03/2017,11:17 AM
2887,3,868,444,3,cash,03/14/2017 16:36,14/03/2017,4:36 PM
2888,48,999,117,1,credit_card,03/23/2017 9:11,23/03/2017,9:11 AM
2889,91,837,320,2,debit,03/30/2017 5:24,30/03/2017,5:24 AM
2890,75,848,256,2,cash,03/10/2017 23:01,10/03/2017,11:01 PM
2891,96,948,153,1,credit_card,03/27/2017 18:38,27/03/2017,6:38 PM
2892,82,731,354,2,credit_card,03/06/2017 23:18,06/03/2017,11:18 PM
2893,17,999,352,2,credit_card,03/04/2017 4:24,04/03/2017,4:24 AM
2894,31,749,258,2,credit_card,03/23/2017 19:02,23/03/2017,7:02 PM
2895,65,923,308,2,cash,03/28/2017 14:40,28/03/2017,2:40 PM
2896,45,827,142,1,debit,03/08/2017 17:42,08/03/2017,5:42 PM
2897,13,950,320,2,cash,03/24/2017 21:08,24/03/2017,9:08 PM
2898,74,714,306,2,cash,03/19/2017 23:45,19/03/2017,11:45 PM
2899,4,836,384,3,debit,03/25/2017 13:08,25/03/2017,1:08 PM
2900,34,948,366,3,cash,03/13/2017 2:40,13/03/2017,2:40 AM
2901,56,877,234,2,credit_card,03/08/2017 21:29,08/03/2017,9:29 PM
2902,88,736,528,3,credit_card,03/15/2017 18:37,15/03/2017,6:37 PM
2903,48,823,234,2,credit_card,03/10/2017 20:20,10/03/2017,8:20 PM
2904,65,789,616,4,debit,03/13/2017 6:26,13/03/2017,6:26 AM
2905,20,908,381,3,debit,03/21/2017 8:12,21/03/2017,8:12 AM
2906,27,731,507,3,debit,03/19/2017 9:13,19/03/2017,9:13 AM
2907,78,817,77175,3,debit,03/16/2017 3:45,16/03/2017,3:45 AM
2908,77,834,312,2,debit,03/07/2017 15:50,07/03/2017,3:50 PM
2909,70,847,692,4,debit,03/19/2017 23:42,19/03/2017,11:42 PM
2910,44,859,144,1,credit_card,03/13/2017 0:04,13/03/2017,12:04 AM
2911,88,875,528,3,cash,03/17/2017 15:37,17/03/2017,3:37 PM
2912,95,903,168,1,credit_card,03/25/2017 3:11,25/03/2017,3:11 AM
2913,92,942,180,2,debit,03/18/2017 11:43,18/03/2017,11:43 AM
2914,32,709,202,2,credit_card,03/03/2017 2:53,03/03/2017,2:53 AM
2915,87,845,298,2,credit_card,03/07/2017 14:03,07/03/2017,2:03 PM
2916,47,965,290,2,credit_card,03/26/2017 15:44,26/03/2017,3:44 PM
2917,24,952,280,2,cash,03/03/2017 9:21,03/03/2017,9:21 AM
2918,84,936,306,2,credit_card,03/28/2017 20:52,28/03/2017,8:52 PM
2919,41,811,118,1,cash,03/15/2017 7:13,15/03/2017,7:13 AM
2920,27,953,338,2,debit,03/01/2017 3:00,01/03/2017,3:00 AM
2921,49,910,516,4,credit_card,03/26/2017 19:27,26/03/2017,7:27 PM
2922,74,825,306,2,cash,03/28/2017 22:24,28/03/2017,10:24 PM
2923,78,740,25725,1,debit,03/12/2017 20:10,12/03/2017,8:10 PM
2924,57,948,441,3,debit,03/18/2017 19:15,18/03/2017,7:15 PM
2925,82,773,354,2,credit_card,03/29/2017 5:11,29/03/2017,5:11 AM
2926,86,898,260,2,credit_card,03/12/2017 13:46,12/03/2017,1:46 PM
2927,55,805,342,2,credit_card,03/01/2017 15:44,01/03/2017,3:44 PM
2928,14,742,348,3,credit_card,03/20/2017 10:50,20/03/2017,10:50 AM
2929,81,726,354,2,cash,03/21/2017 7:29,21/03/2017,7:29 AM
2930,32,993,303,3,debit,03/14/2017 7:38,14/03/2017,7:38 AM
2931,58,963,276,2,cash,03/23/2017 20:33,23/03/2017,8:33 PM
2932,61,927,474,3,debit,03/10/2017 5:52,10/03/2017,5:52 AM
2933,59,909,712,4,debit,03/07/2017 8:08,07/03/2017,8:08 AM
2934,25,858,260,2,credit_card,03/27/2017 7:41,27/03/2017,7:41 AM
2935,46,874,166,1,cash,03/01/2017 18:34,01/03/2017,6:34 PM
2936,79,999,362,2,cash,03/07/2017 16:15,07/03/2017,4:15 PM
2937,69,766,262,2,cash,03/17/2017 22:22,17/03/2017,10:22 PM
2938,57,853,147,1,cash,03/06/2017 12:08,06/03/2017,12:08 PM
2939,68,893,136,1,cash,03/04/2017 4:37,04/03/2017,4:37 AM
2940,62,804,480,3,debit,03/24/2017 6:21,24/03/2017,6:21 AM
2941,30,923,153,1,credit_card,03/23/2017 20:41,23/03/2017,8:41 PM
2942,1,887,158,1,debit,03/30/2017 19:31,30/03/2017,7:31 PM
2943,19,970,489,3,credit_card,03/01/2017 5:08,01/03/2017,5:08 AM
2944,31,829,129,1,cash,03/25/2017 8:52,25/03/2017,8:52 AM
2945,21,870,426,3,credit_card,03/07/2017 9:54,07/03/2017,9:54 AM
2946,8,950,132,1,cash,03/12/2017 18:48,12/03/2017,6:48 PM
2947,54,711,266,2,debit,03/05/2017 5:48,05/03/2017,5:48 AM
2948,73,776,330,2,cash,03/16/2017 15:12,16/03/2017,3:12 PM
2949,1,836,316,2,credit_card,03/20/2017 7:11,20/03/2017,7:11 AM
2950,69,902,131,1,credit_card,03/23/2017 10:58,23/03/2017,10:58 AM
2951,98,785,133,1,cash,03/03/2017 6:23,03/03/2017,6:23 AM
2952,72,869,160,1,debit,03/13/2017 20:23,13/03/2017,8:23 PM
2953,26,923,176,1,debit,03/29/2017 7:59,29/03/2017,7:59 AM
2954,62,944,320,2,debit,03/25/2017 2:14,25/03/2017,2:14 AM
2955,41,871,354,3,credit_card,03/25/2017 14:48,25/03/2017,2:48 PM
2956,94,716,268,2,cash,03/24/2017 4:56,24/03/2017,4:56 AM
2957,76,928,155,1,debit,03/08/2017 19:52,08/03/2017,7:52 PM
2958,93,777,342,3,debit,03/07/2017 11:43,07/03/2017,11:43 AM
2959,24,711,560,4,debit,03/21/2017 13:10,21/03/2017,1:10 PM
2960,67,900,393,3,credit_card,03/28/2017 14:28,28/03/2017,2:28 PM
2961,43,855,543,3,credit_card,03/29/2017 21:42,29/03/2017,9:42 PM
2962,64,752,266,2,debit,03/20/2017 10:12,20/03/2017,10:12 AM
2963,45,981,284,2,cash,03/17/2017 3:28,17/03/2017,3:28 AM
2964,69,897,262,2,debit,03/06/2017 17:19,06/03/2017,5:19 PM
2965,64,926,399,3,debit,03/23/2017 7:46,23/03/2017,7:46 AM
2966,84,888,306,2,credit_card,03/18/2017 13:26,18/03/2017,1:26 PM
2967,89,887,392,2,cash,03/26/2017 21:04,26/03/2017,9:04 PM
2968,46,774,830,5,debit,03/23/2017 9:22,23/03/2017,9:22 AM
2969,76,969,465,3,credit_card,03/15/2017 10:36,15/03/2017,10:36 AM
2970,42,607,704000,2000,credit_card,03/28/2017 4:00,28/03/2017,4:00 AM
2971,7,752,224,2,credit_card,03/22/2017 11:35,22/03/2017,11:35 AM
2972,33,815,519,3,debit,03/19/2017 6:15,19/03/2017,6:15 AM
2973,14,990,348,3,cash,03/06/2017 5:36,06/03/2017,5:36 AM
2974,71,711,328,2,debit,03/09/2017 4:12,09/03/2017,4:12 AM
2975,9,883,236,2,cash,03/03/2017 17:54,03/03/2017,5:54 PM
2976,19,842,326,2,cash,03/12/2017 23:48,12/03/2017,11:48 PM
2977,21,858,426,3,credit_card,03/18/2017 22:36,18/03/2017,10:36 PM
2978,25,864,130,1,cash,03/14/2017 18:47,14/03/2017,6:47 PM
2979,6,758,561,3,cash,03/07/2017 13:02,07/03/2017,1:02 PM
2980,66,877,483,3,cash,03/28/2017 18:02,28/03/2017,6:02 PM
2981,82,955,177,1,credit_card,03/07/2017 14:19,07/03/2017,2:19 PM
2982,4,967,128,1,cash,03/02/2017 6:01,02/03/2017,6:01 AM
2983,67,838,131,1,debit,03/25/2017 23:54,25/03/2017,11:54 PM
2984,87,909,447,3,debit,03/26/2017 16:50,26/03/2017,4:50 PM
2985,14,706,116,1,debit,03/14/2017 22:29,14/03/2017,10:29 PM
2986,37,988,142,1,cash,03/17/2017 15:37,17/03/2017,3:37 PM
2987,19,913,326,2,debit,03/12/2017 7:27,12/03/2017,7:27 AM
2988,42,819,1056,3,cash,03/03/2017 9:09,03/03/2017,9:09 AM
2989,32,832,101,1,cash,03/21/2017 17:36,21/03/2017,5:36 PM
2990,45,982,426,3,credit_card,03/17/2017 7:23,17/03/2017,7:23 AM
2991,77,858,312,2,credit_card,03/23/2017 19:32,23/03/2017,7:32 PM
2992,80,990,435,3,debit,03/18/2017 10:06,18/03/2017,10:06 AM
2993,67,968,131,1,credit_card,03/01/2017 19:33,01/03/2017,7:33 PM
2994,21,795,284,2,debit,03/05/2017 15:49,05/03/2017,3:49 PM
2995,99,731,195,1,debit,03/14/2017 6:07,14/03/2017,6:07 AM
2996,28,876,328,2,debit,03/10/2017 7:28,10/03/2017,7:28 AM
2997,5,757,284,2,cash,03/07/2017 9:12,07/03/2017,9:12 AM
2998,68,762,136,1,cash,03/06/2017 16:39,06/03/2017,4:39 PM
2999,40,941,483,3,credit_card,03/20/2017 4:27,20/03/2017,4:27 AM
3000,59,748,712,4,debit,03/12/2017 13:42,12/03/2017,1:42 PM
3001,59,863,534,3,debit,03/07/2017 6:44,07/03/2017,6:44 AM
3002,89,711,196,1,cash,03/24/2017 19:50,24/03/2017,7:50 PM
3003,100,781,222,2,credit_card,03/22/2017 18:44,22/03/2017,6:44 PM
3004,26,953,528,3,debit,03/14/2017 7:04,14/03/2017,7:04 AM
3005,25,850,130,1,debit,03/01/2017 16:25,01/03/2017,4:25 PM
3006,88,890,352,2,debit,03/05/2017 18:14,05/03/2017,6:14 PM
3007,18,887,156,1,credit_card,03/01/2017 9:19,01/03/2017,9:19 AM
3008,9,863,118,1,credit_card,03/14/2017 18:21,14/03/2017,6:21 PM
3009,30,783,153,1,cash,03/22/2017 0:02,22/03/2017,12:02 AM
3010,23,843,312,2,credit_card,03/05/2017 4:08,05/03/2017,4:08 AM
3011,53,785,112,1,cash,03/11/2017 22:42,11/03/2017,10:42 PM
3012,29,824,326,2,cash,03/10/2017 14:11,10/03/2017,2:11 PM
3013,73,877,165,1,cash,03/11/2017 9:19,11/03/2017,9:19 AM
3014,55,708,171,1,debit,03/03/2017 17:04,03/03/2017,5:04 PM
3015,36,959,260,2,credit_card,03/30/2017 3:34,30/03/2017,3:34 AM
3016,32,746,101,1,debit,03/29/2017 18:22,29/03/2017,6:22 PM
3017,64,910,266,2,credit_card,03/29/2017 17:13,29/03/2017,5:13 PM
3018,29,849,163,1,cash,03/22/2017 15:03,22/03/2017,3:03 PM
3019,9,897,236,2,cash,03/22/2017 15:06,22/03/2017,3:06 PM
3020,54,778,665,5,debit,03/01/2017 19:13,01/03/2017,7:13 PM
3021,30,923,153,1,debit,03/18/2017 13:50,18/03/2017,1:50 PM
3022,77,974,468,3,debit,03/18/2017 4:27,18/03/2017,4:27 AM
3023,4,940,128,1,debit,03/19/2017 10:04,19/03/2017,10:04 AM
3024,21,985,710,5,debit,03/23/2017 12:56,23/03/2017,12:56 PM
3025,41,803,590,5,credit_card,03/04/2017 9:28,04/03/2017,9:28 AM
3026,93,812,114,1,cash,03/28/2017 13:49,28/03/2017,1:49 PM
3027,76,797,155,1,credit_card,03/09/2017 7:59,09/03/2017,7:59 AM
3028,86,746,130,1,credit_card,03/27/2017 16:59,27/03/2017,4:59 PM
3029,25,846,390,3,cash,03/19/2017 20:47,19/03/2017,8:47 PM
3030,37,898,284,2,debit,03/06/2017 20:21,06/03/2017,8:21 PM
3031,99,729,585,3,cash,03/10/2017 6:26,10/03/2017,6:26 AM
3032,21,925,284,2,cash,03/30/2017 10:22,30/03/2017,10:22 AM
3033,57,979,147,1,credit_card,03/01/2017 20:51,01/03/2017,8:51 PM
3034,64,756,399,3,credit_card,03/02/2017 4:28,02/03/2017,4:28 AM
3035,68,706,272,2,debit,03/08/2017 10:26,08/03/2017,10:26 AM
3036,12,994,201,1,cash,03/30/2017 18:48,30/03/2017,6:48 PM
3037,23,712,156,1,credit_card,03/07/2017 23:23,07/03/2017,11:23 PM
3038,31,750,258,2,debit,03/25/2017 16:11,25/03/2017,4:11 PM
3039,85,754,344,2,debit,03/14/2017 19:22,14/03/2017,7:22 PM
3040,59,774,178,1,credit_card,03/20/2017 21:54,20/03/2017,9:54 PM
3041,30,921,459,3,cash,03/14/2017 21:49,14/03/2017,9:49 PM
3042,93,894,228,2,debit,03/30/2017 20:10,30/03/2017,8:10 PM
3043,66,987,161,1,debit,03/13/2017 18:53,13/03/2017,6:53 PM
3044,77,886,312,2,cash,03/27/2017 9:57,27/03/2017,9:57 AM
3045,43,811,181,1,debit,03/16/2017 10:25,16/03/2017,10:25 AM
3046,10,727,296,2,debit,03/11/2017 18:59,11/03/2017,6:59 PM
3047,79,734,543,3,cash,03/22/2017 15:52,22/03/2017,3:52 PM
3048,20,864,127,1,cash,03/26/2017 12:11,26/03/2017,12:11 PM
3049,76,891,310,2,debit,03/07/2017 1:56,07/03/2017,1:56 AM
3050,59,849,178,1,debit,03/03/2017 1:26,03/03/2017,1:26 AM
3051,53,707,112,1,credit_card,03/07/2017 10:01,07/03/2017,10:01 AM
3052,50,930,386,2,cash,03/15/2017 13:23,15/03/2017,1:23 PM
3053,84,702,306,2,credit_card,03/06/2017 14:18,06/03/2017,2:18 PM
3054,25,868,130,1,cash,03/26/2017 11:33,26/03/2017,11:33 AM
3055,13,862,320,2,cash,03/11/2017 15:08,11/03/2017,3:08 PM
3056,91,935,480,3,credit_card,03/09/2017 2:31,09/03/2017,2:31 AM
3057,10,780,592,4,credit_card,03/23/2017 22:09,23/03/2017,10:09 PM
3058,48,969,234,2,debit,03/15/2017 1:43,15/03/2017,1:43 AM
3059,37,793,284,2,debit,03/28/2017 18:10,28/03/2017,6:10 PM
3060,12,844,603,3,credit_card,03/12/2017 7:59,12/03/2017,7:59 AM
3061,12,990,402,2,debit,03/22/2017 23:52,22/03/2017,11:52 PM
3062,8,947,132,1,credit_card,03/21/2017 18:25,21/03/2017,6:25 PM
3063,71,862,656,4,cash,03/10/2017 8:04,10/03/2017,8:04 AM
3064,49,895,129,1,credit_card,03/16/2017 14:46,16/03/2017,2:46 PM
3065,36,705,130,1,debit,03/18/2017 12:56,18/03/2017,12:56 PM
3066,31,875,387,3,debit,03/19/2017 2:06,19/03/2017,2:06 AM
3067,41,873,118,1,cash,03/02/2017 8:53,02/03/2017,8:53 AM
3068,32,801,202,2,credit_card,03/20/2017 7:30,20/03/2017,7:30 AM
3069,43,818,362,2,debit,03/30/2017 6:07,30/03/2017,6:07 AM
3070,30,968,153,1,debit,03/25/2017 5:04,25/03/2017,5:04 AM
3071,13,968,480,3,credit_card,03/05/2017 21:06,05/03/2017,9:06 PM
3072,81,923,531,3,debit,03/22/2017 3:31,22/03/2017,3:31 AM
3073,99,901,585,3,credit_card,03/09/2017 14:01,09/03/2017,2:01 PM
3074,90,877,890,5,debit,03/26/2017 8:08,26/03/2017,8:08 AM
3075,98,999,133,1,debit,03/14/2017 10:37,14/03/2017,10:37 AM
3076,48,999,234,2,credit_card,03/26/2017 3:37,26/03/2017,3:37 AM
3077,18,750,468,3,cash,03/14/2017 2:08,14/03/2017,2:08 AM
3078,89,754,980,5,debit,03/13/2017 5:27,13/03/2017,5:27 AM
3079,51,859,374,2,credit_card,03/06/2017 19:44,06/03/2017,7:44 PM
3080,59,884,534,3,credit_card,03/19/2017 18:02,19/03/2017,6:02 PM
3081,85,716,344,2,credit_card,03/29/2017 3:56,29/03/2017,3:56 AM
3082,8,960,132,1,debit,03/18/2017 18:55,18/03/2017,6:55 PM
3083,89,992,196,1,cash,03/18/2017 3:10,18/03/2017,3:10 AM
3084,90,790,356,2,credit_card,03/13/2017 14:18,13/03/2017,2:18 PM
3085,84,720,612,4,debit,03/07/2017 0:41,07/03/2017,12:41 AM
3086,78,910,25725,1,cash,03/26/2017 1:59,26/03/2017,1:59 AM
3087,5,859,142,1,debit,03/27/2017 10:26,27/03/2017,10:26 AM
3088,45,855,284,2,credit_card,03/25/2017 21:35,25/03/2017,9:35 PM
3089,4,944,384,3,credit_card,03/26/2017 21:18,26/03/2017,9:18 PM
3090,26,895,352,2,debit,03/17/2017 0:10,17/03/2017,12:10 AM
3091,93,996,228,2,credit_card,03/24/2017 13:57,24/03/2017,1:57 PM
3092,69,756,262,2,cash,03/04/2017 18:52,04/03/2017,6:52 PM
3093,47,926,145,1,credit_card,03/07/2017 7:39,07/03/2017,7:39 AM
3094,74,987,153,1,cash,03/11/2017 6:26,11/03/2017,6:26 AM
3095,77,775,156,1,credit_card,03/08/2017 17:26,08/03/2017,5:26 PM
3096,93,780,114,1,cash,03/29/2017 15:37,29/03/2017,3:37 PM
3097,56,955,117,1,credit_card,03/03/2017 8:52,03/03/2017,8:52 AM
3098,6,794,374,2,credit_card,03/07/2017 1:16,07/03/2017,1:16 AM
3099,43,707,181,1,cash,03/20/2017 14:30,20/03/2017,2:30 PM
3100,15,795,306,2,credit_card,03/06/2017 20:03,06/03/2017,8:03 PM
3101,77,938,312,2,cash,03/12/2017 3:40,12/03/2017,3:40 AM
3102,78,855,51450,2,credit_card,03/21/2017 5:10,21/03/2017,5:10 AM
3103,89,743,588,3,cash,03/30/2017 12:48,30/03/2017,12:48 PM
3104,8,953,264,2,cash,03/24/2017 12:59,24/03/2017,12:59 PM
3105,2,874,188,2,debit,03/07/2017 0:06,07/03/2017,12:06 AM
3106,79,971,362,2,credit_card,03/26/2017 1:13,26/03/2017,1:13 AM
3107,25,937,130,1,credit_card,03/29/2017 4:44,29/03/2017,4:44 AM
3108,36,914,260,2,credit_card,03/03/2017 1:01,03/03/2017,1:01 AM
3109,62,754,320,2,credit_card,03/30/2017 16:24,30/03/2017,4:24 PM
3110,99,990,390,2,debit,03/25/2017 0:11,25/03/2017,12:11 AM
3111,1,742,158,1,credit_card,03/25/2017 19:17,25/03/2017,7:17 PM
3112,52,831,146,1,cash,03/13/2017 3:10,13/03/2017,3:10 AM
3113,48,891,117,1,debit,03/23/2017 15:02,23/03/2017,3:02 PM
3114,30,761,153,1,debit,03/20/2017 0:03,20/03/2017,12:03 AM
